,Unnamed: 0.1,Unnamed: 0,simulation_dir,initial_pressure_points,mof_cif_name,cut_off,base_template_path,force_field,nunber_of_cycles,nunber_of_initial_cycles,adsorbate,temperature,molecule_definition,translation_probability,reinsertion_probability,swap_probability,raspa_dir,description
1070,7592,927,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]YUGZIK_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1071,7650,2088,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]LACNUB_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1072,1864,11234,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]YUMFUJ_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1073,5244,10392,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]ARAHIM_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1074,2182,10610,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]ja5b02777_si_004_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1075,8244,11196,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]NODKUN_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1076,10101,7826,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]QIRWAR_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1077,7562,2915,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]SOJSUH_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1078,10746,3351,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]ALUJUN_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1079,832,8638,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]ic502042h_si_002_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1080,11581,4541,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]VORBUA_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1081,1683,9249,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]VAHSON_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1082,5182,5677,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]SOBZOY_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1083,689,515,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]cg034025wsi20030214_115651_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1084,8540,11000,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]CUXDUU_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1085,5925,6258,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]IYEQUA_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1086,2810,4172,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]GIQYIP_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1087,4400,11397,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]RUFZID_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1088,1862,4471,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]NEXVUI_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1089,2777,1275,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]FASHOX_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1090,9810,423,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]MURNIX_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1091,9788,4285,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]QAQNOO_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1092,5537,4870,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]OKECIQ_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1093,10369,4190,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]OWIJAH_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1094,3937,6321,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]FITJEY_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1095,11554,2695,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]PUZLUS_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1096,1582,6855,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]EWUGEK_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1097,2253,8588,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]DUCHEP_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1098,11544,5763,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]RUCGOM_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1099,7404,1349,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]AZOBUN_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1100,3788,7938,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]VOBGAW_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1101,3036,2269,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]FONKEA_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1102,6154,7077,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]PUBRUA_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1103,1415,7768,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]ASINIB_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1104,6324,7137,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]WAVQUH_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1105,5476,2595,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]YUZJOU_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1106,1763,7403,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]RAYFAA_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1107,1155,4495,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]LOFJAT_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1108,4840,2561,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]cm503311x_alf375K_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1109,10340,10241,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]PUTYAE_charged.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1110,558,7561,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]REJLIC_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1111,7453,3412,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]DUFZUA_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1112,1054,5376,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]TIJPOT_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1113,3245,3836,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]XAPSIS_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1114,6547,1807,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]UYOFIY_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1115,10892,7521,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]DIVNAY_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1116,7276,6305,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]SEFVEG02_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1117,609,1724,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]SEYFEI_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1118,11208,2449,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]RONCIG_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1119,8423,7652,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]ICODIP01_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1120,6457,6837,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]acs.inorgchem.6b01569_ic6b01569_si_002_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1121,5978,9172,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]SIKYER_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1122,8727,6786,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]LURRIA_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1123,736,7771,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]ICIZOL_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1124,2728,8262,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]ic402614w_si_002_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1125,1086,3915,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]BETFOX_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1126,8215,6146,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]VIQQUJ_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1127,4588,8874,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]ja809985t_si_002_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1128,8066,1066,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]FELVID_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1129,6630,2869,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]XEDLUN01_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1130,4409,1921,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]HOVGIK_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
1131,6100,3096,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/simulations/1006RE02,"[50000, 150000]",[CoreMOF]CAVREY_clean.cif,12.5,/home/dydtkddhkdwk/PYRASPA/Quick_Fitting_Algorithm/base_templates/base_template_gcmc1005.txt,NayeonFollowup,12000,5000,N2,293.15,ExampleDefinitions,0.5,0.5,1,/home/dydtkddhkdwk/RASPA2,10??06??10??58ë¶?
